Database,Record Type,Term,Submission Type,Data Element,Value,Percentage of Submission,Count
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,SH,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,SC,3.25362E-05,1
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,SC,5.162889E-05,2
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,SC,3.383408E-05,1
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,SC,2.692225E-05,1
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,SC,2.924917E-05,1
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,SC,3.206361E-05,1
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,SC,8.153282E-05,2
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,SC,5.661392E-05,2
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,SC,3.992813E-05,1
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,SC,2.291056E-05,1
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,SC,2.258509E-05,1
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,SC,2.390972E-05,1
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,SC,2.493703E-05,1
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,SC,3.008695E-05,1
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,SC,5.932019E-05,3
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,SC,5.759042E-05,2
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,SC,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,ST,2.257744E-05,1
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,ST,3.383408E-05,1
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,ST,3.25362E-05,1
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,ST,6.807815E-05,2
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,ST,2.692225E-05,1
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,ST,2.924917E-05,1
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,ST,3.206361E-05,1
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,ST,4.076641E-05,1
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,ST,4.508973E-05,1
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,ST,7.098744E-05,2
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,ST,0.0001027362,3
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,ST,2.291056E-05,1
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,ST,5.971753E-05,2
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,ST,9.546235E-05,3
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,ST,0.0001316829,4
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,ST,2.390972E-05,1
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,ST,4.987407E-05,2
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,ST,3.008695E-05,1
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,ST,4.454541E-05,1
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,ST,2.282323E-05,1
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,ST,1.97734E-05,1
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,ST,6.351223E-05,2
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,ST,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,ST,5.22016E-05,2
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,ST,0.0001235674,4
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,RN,3.403908E-05,1
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,RN,4.508973E-05,1
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,RN,2.985877E-05,1
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,RN,3.182079E-05,1
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,RN,3.549372E-05,1
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,RN,3.42454E-05,1
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,RN,3.292073E-05,1
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,RN,3.175611E-05,1
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,RN,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,RN,3.089185E-05,1
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.581445E-05,1
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,SB,3.549372E-05,1
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,SB,3.992813E-05,1
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.291056E-05,1
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,SB,3.292073E-05,1
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.258509E-05,1
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.390972E-05,1
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.493703E-05,1
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,SB,1.97734E-05,1
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.985877E-05,1
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,SB,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,SB,2.61008E-05,1
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,SB,3.089185E-05,1
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.257744E-05,1
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.581445E-05,1
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,VC,3.403908E-05,1
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.692225E-05,1
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,VC,4.508973E-05,1
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,VC,3.549372E-05,1
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,VC,3.42454E-05,1
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,VC,3.190607E-05,1
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,VC,4.597279E-05,1
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,VC,4.820206E-05,1
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.985877E-05,1
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,VC,3.182079E-05,1
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,VC,3.292073E-05,1
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.258509E-05,1
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.390972E-05,1
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,VC,0.0001099747,3
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,VC,4.454541E-05,1
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,VC,2.282323E-05,1
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,VC,1.97734E-05,1
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,VC,3.175611E-05,1
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,VC,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,VC,3.089185E-05,1
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,WS,2.257744E-05,1
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,WS,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,SM,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,TP,2.291056E-05,1
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,TP,2.258509E-05,1
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,TP,2.390972E-05,1
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,TP,2.493703E-05,1
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,TP,1.97734E-05,1
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,TP,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,SA,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,SA,4.515488E-05,2
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,SA,6.766815E-05,2
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,SA,3.253832E-05,1
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,SA,6.50724E-05,2
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,SA,7.744334E-05,3
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,SA,0.0003063517,9
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,SA,0.000107689,4
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,SA,5.849835E-05,2
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,SA,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,SA,3.206361E-05,1
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,SA,0.0001630656,4
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,SA,0.0002705384,6
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,SA,7.098744E-05,2
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,SA,3.42454E-05,1
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,SA,0.0002395688,6
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,SA,0.0001145528,5
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,SA,4.820206E-05,1
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,SA,0.0001698418,6
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,SA,8.95763E-05,3
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,SA,6.364157E-05,2
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,SA,3.190607E-05,1
